acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mgm_x,mgm_y,mgm_z
-9.445126,-1.9369092,1.8986019,-0.4654793,-0.042760566,-0.45204028,-6.42,-5.46,-32.64
-9.296685,-1.910573,1.9632454,0.15027285,0.27122417,0.30298916,-3.84,3.78,-21.119999
-9.337387,-1.8842367,1.8435353,0.008552114,0.007330383,-0.002443461,-0.96,13.08,-9.66
-9.390059,-1.8387469,1.9009962,0.003665192,0,-0.003665192,1.9799999,22.5,1.74
-9.31105,-1.8531121,1.8914193,0.010995574,-0.003665192,0,5.04,32.1,12.84
-9.332599,-1.8914193,1.8794483,-0.002443461,-0.002443461,0.008552114,5.16,32.46,12.719999
-9.394848,-1.9297266,1.8315643,-0.008552114,0,0.017104227,4.68,32.399998,12.84
-9.428367,-1.8938135,1.8818425,0,0.004886922,0.02076942,4.74,32.52,13.0199995
-9.375694,-1.9536686,1.9081788,0.009773844,0.009773844,0.02321288,5.1,32.46,12.78
-9.397242,-1.9201498,1.8626889,0.010995574,0.014660766,0.02443461,5.58,32.579998,12.96
-9.337387,-1.8842367,1.9057846,0.013439035,0.014660766,0.02321288,5.94,32.64,12.78
-9.315839,-1.9153614,1.9129672,0.010995574,0.015882496,0.02443461,5.8799996,32.28,12.059999
-9.421184,-1.8914193,1.9273324,0.007330383,0.017104227,0.02565634,5.8199997,32.219997,12.24
-9.382876,-1.9752164,1.9656396,0.004886922,0.008552114,0.029321533,5.8799996,32.219997,12.12
-9.337387,-1.922544,1.9680338,-0.001221731,0.008552114,0.028099801,6.2999997,32.46,12.12
-9.358934,-1.8938135,1.934515,-0.003665192,0.009773844,0.029321533,6.48,32.52,12.179999
-9.337387,-1.9656396,1.9488802,0.003665192,0.009773844,0.02687807,5.7599998,32.64,12.24
-9.346964,-1.9440918,1.9009962,0.019547688,0.008552114,0.02321288,5.4,32.64,11.759999
-9.404425,-2.0350714,1.9369092,0.018325957,0.006108652,0.02076942,4.74,32.219997,11.5199995
-9.370906,-1.910573,1.8555063,0.009773844,0.006108652,0.018325957,4.68,32.399998,11.04
-9.368511,-1.9560628,1.9129672,0.007330383,0.003665192,0.013439035,5.3399997,32.76,10.62
-9.344569,-1.9512744,1.9201498,0.006108652,0,0.007330383,5.46,32.82,10.86
