acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mgm_x,mgm_y,mgm_z
0.23463176,8.62152,-4.7381253,-0.002443461,0.004886922,0.007330383,7.7999997,-16.74,28.619999
0.33039984,8.66701,-4.747702,-0.43004912,-0.04886922,-0.44837508,3.84,-14.4,30
0.2825158,8.645462,-4.793192,0.14049901,0.27488935,0.31520647,0.12,-11.7,30.72
0.30406362,8.556877,-4.795586,0.008552114,0.006108652,0.008552114,-3.9599998,-8.76,31.92
0.21068975,8.643068,-4.7860093,0.002443461,-0.002443461,0.001221731,-8.22,-5.7599998,33.48
0.24899697,8.643068,-4.733337,-0.003665192,-0.002443461,0,-8.46,-5.64,32.88
0.25139117,8.6813755,-4.7740383,-0.004886922,0.002443461,-0.001221731,-8.16,-5.4,32.76
0.23223756,8.635885,-4.8626237,0.006108652,0.001221731,0,-8.639999,-5.8199997,32.579998
0.30645782,8.604761,-4.8458643,0.004886922,0.006108652,0.003665192,-8.639999,-5.8199997,32.28
0.2681506,8.576031,-4.841076,0.004886922,0.003665192,0.003665192,-8.22,-5.58,32.52
0.2777274,8.576031,-4.8626237,0,0.003665192,0.002443461,-8.639999,-5.4,32.94
0.30885202,8.628703,-4.757279,0,0.002443461,0.001221731,-8.639999,-5.3399997,33.42
0.22026655,8.686164,-4.7548847,-0.001221731,0.003665192,0,-8.76,-5.52,33.36
0.22505496,8.6095495,-4.7979803,0.002443461,0.002443461,0.001221731,-9,-5.4,33.3
0.22266077,8.688558,-4.805163,0.002443461,0.002443461,0.002443461,-8.46,-5.22,33
0.22984336,8.607155,-4.781221,0.002443461,0.001221731,0.002443461,-8.4,-5.2799997,32.46
0.20829555,8.588001,-4.7740383,-0.002443461,0.003665192,0.002443461,-8.16,-5.4,32.16
0.24181437,8.686164,-4.805163,0,0.003665192,0.002443461,-7.98,-5.7,31.859999
0.17956513,8.678981,-4.76925,0.004886922,0.006108652,0.001221731,-8.4,-5.7599998,31.8
0.22984336,8.635885,-4.819528,0.006108652,0.003665192,0.002443461,-8.04,-5.64,31.98
0.260968,8.595184,-4.8482585,0.001221731,0.004886922,0.003665192,-7.7999997,-5.46,32.34
0.32561144,8.645462,-4.8985367,0.003665192,0.001221731,0.002443461,-8.099999,-5.58,32.16
0.2825158,8.607155,-4.7740383,-0.001221731,0.003665192,0.001221731,-8.28,-5.8799996,32.28
0.30885202,8.597578,-4.783615,0.003665192,0.002443461,0.001221731,-8.82,-5.94,32.64
0.25857377,8.59279,-4.8458643,0.002443461,0.002443461,0.002443461,-8.88,-5.64,33
0.25617957,8.595184,-4.805163,0.002443461,0.003665192,0.002443461,-8.94,-5.7599998,33.059998
0.24660277,8.59279,-4.817134,-0.001221731,0.003665192,0.002443461,-8.88,-5.7,33.239998
0.2633622,8.640674,-4.8003745,0,0.003665192,0.001221731,-8.16,-5.2799997,33.18
0.25857377,8.619126,-4.7979803,0.001221731,0.002443461,0.002443461,-8.639999,-5.94,33.12
0.22505496,8.607155,-4.7740383,0.001221731,0.003665192,0.002443461,-8.7,-6.12,33.54
0.22505496,8.645462,-4.759673,0.001221731,0.004886922,0.002443461,-8.46,-6.18,33.48
0.25617957,8.6095495,-4.8386817,0.002443461,0.006108652,0.002443461,-8.88,-6.2999997,33.18
0.25378537,8.628703,-4.8003745,0.001221731,0.003665192,0.001221731,-8.16,-5.58,32.579998
0.260968,8.59279,-4.8123455,0.002443461,0.003665192,0.002443461,-8.22,-5.58,32.28
0.24660277,8.669404,-4.7644615,-0.001221731,0.003665192,0.001221731,-8.28,-5.3399997,32.399998
0.260968,8.616732,-4.7860093,0.002443461,0.004886922,0.002443461,-8.58,-5.64,32.34
0.30406362,8.619126,-4.8027687,0.004886922,0.004886922,0.002443461,-8.94,-5.8199997,32.64
0.2681506,8.602366,-4.817134,0.001221731,0.008552114,0.003665192,-8.04,-5.8199997,32.52
0.22984336,8.568848,-4.8362875,0.002443461,0.007330383,0.002443461,-7.98,-6.12,32.399998
0.21308395,8.623915,-4.8219223,0.003665192,0.006108652,0.003665192,-8.099999,-6.06,32.579998
0.25139117,8.588001,-4.7764325,0.002443461,0.004886922,0.002443461,-8.5199995,-6.12,32.579998
0.23223756,8.62152,-4.781221,0.001221731,-0.001221731,0.001221731,-8.94,-6,32.34
0.2801216,8.674192,-4.8027687,-0.003665192,0,0,-8.82,-5.8799996,32.46
0.2633622,8.688558,-4.7788267,-0.002443461,0.001221731,-0.002443461,-8.639999,-5.64,32.1
0.24420857,8.528147,-4.8099513,-0.001221731,0.002443461,-0.001221731,-8.16,-5.64,31.92
0.22505496,8.599973,-4.829105,0.003665192,0.004886922,0.001221731,-8.099999,-5.2799997,32.28
0.30885202,8.599973,-4.8267107,0.003665192,0.006108652,0.004886922,-8.16,-5.46,32.1
0.19632454,8.688558,-4.8386817,0.003665192,0.006108652,0.002443461,-8.28,-5.46,32.46
0.18914193,8.688558,-4.759673,-0.001221731,0.008552114,0.001221731,-8.099999,-5.46,32.46
0.22266077,8.6095495,-4.7429137,0,0.009773844,0.001221731,-8.4,-5.8799996,32.28
0.19153613,8.722076,-4.8099513,0.003665192,0.019547688,0.003665192,-8.7,-5.94,32.46
0.1412579,8.664616,-4.8027687,0.007330383,0.034208454,0.010995574,-8.58,-6.18,31.859999
0.24420857,8.669404,-4.829105,0.010995574,0.05009095,0.02076942,-9,-6.2999997,32.16
0.19153613,8.669404,-4.8626237,0.015882496,0.061086524,0.040317107,-8.88,-6.06,32.34
0.25617957,8.626308,-4.8841715,0.043982297,0.1001819,0.04886922,-9.179999,-6.12,32.1
0.15801731,8.748413,-4.661511,0.103847094,0.14294247,-0.03176499,-9.3,-5.94,32.64
0.1388637,8.674192,-4.8027687,0.19058995,0.12217305,-0.10873401,-9.48,-5.8799996,32.579998
0.30406362,8.781932,-5.118803,0.21502456,0.057421334,-0.056199603,-9.36,-5.58,32.94
0.22505496,9.083601,-5.209783,0.13683382,0.006108652,0.035430185,-9.42,-5.3399997,33.36
0.18914193,9.387665,-5.3678,0.07452556,-0.05009095,0.15393804,-9.48,-5.1,33.36
0.34476504,9.385271,-5.097255,-0.043982297,-0.047647487,0.20280726,-9.179999,-4.62,33.6
0.50757074,8.884883,-5.068525,-0.10751228,-0.012217305,0.27977628,-9.36,-4.7999997,33.36
0.58657944,8.765172,-5.070919,-0.17837265,0.037873644,0.33841935,-8.4,-4.44,33.12
0.48602295,8.341399,-4.8386817,-0.21380283,0.061086524,0.344528,-8.4,-4.3199997,33.48
0.62728083,8.192958,-4.7620673,-0.09285152,0.058643065,0.3371976,-8.94,-5.04,33.36
0.6895301,8.212111,-4.7907977,0.05009095,0.062308256,0.3200934,-8.94,-4.98,33.059998
0.82599956,8.271967,-4.7620673,0.17348573,0.081855945,0.2968805,-9.48,-5.16,33.18
0.81642276,8.520964,-4.8722005,0.27977628,0.10140363,0.2883284,-9.3,-5.04,32.52
0.7469909,8.738836,-4.972757,0.32375857,0.10751228,0.2968805,-8.4,-4.2,32.579998
0.7062895,8.635885,-5.0182467,0.2773328,0.09162979,0.312763,-8.34,-3.84,33
0.92655605,8.678981,-5.044583,0.19303341,0.07574729,0.32986724,-8.46,-3.48,33.059998
0.9983821,8.860941,-5.1235914,0.17348573,0.07696902,0.3567453,-9.059999,-3.78,32.88
1.0414777,9.126697,-5.145139,0.14294247,0.087964594,0.42271876,-9.24,-3.6599998,32.34
1.0462662,8.918402,-5.058948,0.057421334,0.0842994,0.47158796,-8.94,-3.48,32.28
1.1348516,8.793902,-4.951209,0.036651913,0.07819075,0.5363397,-9,-3.6,32.28
1.2497733,8.676587,-4.9296613,0.09162979,0.06352998,0.59986967,-8.94,-3.6,32.82
1.3694834,8.690952,-4.972757,0.19914207,0.030543262,0.6426302,-9.599999,-3.78,33.239998
1.5059528,8.7532015,-5.161899,0.33353242,-0.003665192,0.70616025,-10.62,-4.02,33.239998
1.5179238,8.935161,-5.231331,0.41416663,-0.02321288,0.7965683,-10.559999,-3.54,32.82
1.6376339,9.066842,-5.305551,0.44837508,-0.042760566,0.89675015,-10.2,-2.8799999,32.64
1.8148049,9.052477,-5.3701944,0.47403142,-0.073303826,1.0115929,-10.32,-2.6399999,32.16
