acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mgm_x,mgm_y,mgm_z
-9.354146,-1.5634137,1.3862427,-0.003665192,0,0.006108652,15.179999,15.299999,8.16
-9.093178,-1.5658079,1.4173675,-0.39950588,-0.062308256,-0.53878313,11.759999,11.82,-3.24
-9.382876,-1.769315,1.5921441,0.103847094,0.28955013,0.27977628,8.4,8.46,-13.92
-9.694122,-2.207454,1.8100165,0.02076942,0.05375614,0.02443461,4.2599998,4.5,-25.14
-9.813833,-2.4253263,1.7980455,0.25167647,0.04886922,0.10140363,4.08,4.3199997,-25.439999
-9.512163,-1.769315,1.8842367,0.453262,0.003665192,0.21746802,4.08,3.9599998,-25.8
-9.248801,-1.2808979,1.7597382,0.28344148,-0.065973446,0.30298916,3.84,3.8999999,-25.859999
-9.284714,-1.4652514,1.7070658,-0.23090707,-0.12705997,0.35185838,4.98,4.02,-26.099998
-9.502586,-2.8060043,1.8986019,-0.63529986,-0.12583824,0.40561453,4.68,3.72,-26.16
-9.56723,-3.58412,2.3295584,-0.4813618,0.015882496,0.42760566,4.8599997,4.14,-25.98
-8.130709,-2.9783869,2.8107927,0.080634214,0.04520403,0.50335294,5.3399997,4.2,-26.16
-6.9048777,-3.2561142,2.4396915,0.46303585,-0.009773844,0.46792278,5.04,4.56,-25.98
-6.9240313,-4.1706996,2.7485435,0.7049385,0.07819075,0.40683624,5.7599998,4.92,-25.859999
-6.5720835,-4.211401,3.4141316,0.8173377,0.12339478,0.62796944,5.58,4.44,-25.68
-5.511452,-4.4196963,3.394978,0.5900958,-0.061086524,0.79412484,5.52,4.08,-25.68
-4.405331,-4.534618,3.0813377,0.37751472,-0.33475417,0.752586,4.62,3.1799998,-25.619999
-3.1866825,-4.51307,2.719813,0.37873647,-0.54611355,0.63285637,4.08,2.58,-25.38
-2.255338,-3.9025488,2.8299465,0.5448918,-0.56321776,0.25045475,3.9599998,2.28,-25.619999
-2.0446482,-3.1387985,2.8107927,0.6169739,-0.5009095,-0.26145032,4.14,2.1599998,-25.619999
-2.3008277,-3.1148565,2.4468741,0.5338962,-0.5363397,-0.59498274,4.92,2.34,-26.4
-3.1555579,-4.1276035,2.3630772,0.4569272,-0.5705481,-0.7635816,4.5,1.9799999,-27
-4.1922474,-4.8578353,2.528277,0.57543504,-0.6072,-0.81489426,4.56,1.8,-26.88
-5.506664,-3.9360676,1.685518,0.9224065,-0.7831292,-0.9859365,4.3199997,1.4399999,-27.06
-6.3446345,-2.6312277,0.49559975,0.91629785,-0.9602802,-1.2144,3.3,0.9,-26.34
-5.8346696,-2.4420857,0.6775591,0.376293,-0.86498517,-1.346347,3,0.84,-26.22
-4.5633483,-2.6001031,2.3774424,-0.33475417,-0.6450737,-1.577254,2.3999999,0.24,-26.76
-5.1930237,-3.0909145,2.6910827,-0.35918877,-0.6059783,-1.8826867,1.86,0.24,-26.64
-7.8529816,-2.8419175,1.8100165,0.34208453,-0.81489426,-2.0928242,1.86,0.29999998,-26.58
-9.718064,-2.633622,0.9816227,0.816116,-0.93951076,-2.1966715,2.46,0.53999996,-26.88
-9.598354,-2.1691468,1.0462662,0.64873886,-0.70738196,-2.171015,2.7,1.0799999,-26.46
-8.616732,-3.3758245,2.719813,0.6401868,-0.42149702,-1.7556267,2.3999999,1.02,-26.76
