acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mgm_x,mgm_y,mgm_z
-9.543288,-1.6807296,1.5753847,-0.4373795,-0.058643065,-0.44715336,8.099999,22.26,-28.439999
-9.490616,-1.7357962,1.520318,-0.43493605,-0.12583824,-0.47769663,10.92,9.599999,-26.099998
-9.464279,-1.7980455,1.5370775,0.096516706,0.16249016,0.25045475,13.799999,-3.24,-24.48
-9.548077,-1.7717092,1.5514427,0.019547688,0.007330383,0.029321533,15.9,-16.44,-22.8
-9.514558,-1.8363527,1.5777789,0.02687807,0.004886922,0.03176499,18.3,-29.58,-21.119999
-9.562442,-1.7286136,1.5251064,0.010995574,0.002443461,0.037873644,18.3,-29.519999,-21
-9.531317,-1.7429788,1.5921441,-0.015882496,-0.002443461,0.037873644,18.18,-29.58,-20.22
-9.469068,-1.7310078,1.5562311,-0.02687807,-0.003665192,0.036651913,18.6,-29.16,-19.68
-9.481039,-1.7908629,1.5777789,-0.017104227,-0.002443461,0.034208454,18.3,-29.22,-19.14
-9.473856,-1.7788919,1.6496049,0.009773844,0,0.03176499,18.119999,-29.46,-19.74
-9.459491,-1.7429788,1.5370775,0.03176499,0,0.02565634,18.24,-29.16,-19.74
-9.425972,-1.7597382,1.5466543,0.032986723,-0.002443461,0.02321288,18.42,-29.279999,-20.039999
-9.471462,-1.7501614,1.5155296,0.021991149,-0.004886922,0.02076942,18.72,-29.279999,-20.46
-9.469068,-1.7669208,1.5298948,0.021991149,-0.009773844,0.02076942,18.779999,-29.22,-20.46
-9.459491,-1.7860745,1.5131354,0.02076942,-0.009773844,0.02076942,18.84,-29.58,-20.46
-9.562442,-1.6903064,1.4676456,0.013439035,-0.008552114,0.02321288,18.48,-29.64,-20.52
-9.569624,-1.673547,1.472434,0.012217305,-0.006108652,0.02565634,18.48,-29.519999,-20.699999
-9.536105,-1.721431,1.5179238,0.015882496,-0.001221731,0.028099801,18.48,-29.519999,-20.46
-9.428367,-1.6879122,1.5394717,0.018325957,0.001221731,0.028099801,18.96,-28.859999,-20.16
-9.43076,-1.685518,1.5035586,0.028099801,0,0.028099801,19.38,-28.439999,-19.92
-9.497798,-1.7741034,1.5179238,0.034208454,0.001221731,0.02443461,19.5,-28.8,-19.98
-9.459491,-1.7381904,1.5849615,0.037873644,0.001221731,0.017104227,18.96,-29.039999,-19.8
-9.449914,-1.7501614,1.4867992,0.039095376,0.004886922,0.007330383,18.6,-29.76,-19.859999
-9.5385,-1.7812861,1.4652514,0.042760566,0.008552114,0.002443461,18.42,-30.179998,-19.98
-9.552865,-1.7836803,1.5777789,0.043982297,0.007330383,-0.001221731,18.24,-30.119999,-19.439999
-9.536105,-1.7477672,1.532289,0.032986723,0.006108652,-0.002443461,18.72,-29.88,-19.26
-9.404425,-1.697489,1.5131354,0.014660766,0.003665192,-0.001221731,18.539999,-29.64,-19.74
-9.533711,-1.661576,1.5370775,0.014660766,0.006108652,0.004886922,18.539999,-29.64,-20.039999
-9.588778,-1.7310078,1.5275006,0.02687807,-0.002443461,0.013439035,19.02,-29.46,-20.279999
-9.593566,-1.6017209,1.5179238,0.018325957,-0.007330383,0.02321288,18.9,-29.46,-20.64
-9.555259,-1.532289,1.4580688,-0.019547688,-0.002443461,0.04642576,18.84,-29.279999,-20.039999
-9.607931,-1.4221559,1.5251064,-0.042760566,-0.008552114,0.07819075,18.84,-29.279999,-20.16
-9.466674,-1.4796166,1.5562311,-0.04520403,-0.019547688,0.0842994,18.48,-29.64,-20.16
-9.433155,-1.4939818,1.532289,-0.04520403,-0.018325957,0.09040806,18.6,-29.64,-19.619999
-9.370906,-1.5777789,1.5179238,-0.032986723,-0.012217305,0.0842994,18.48,-29.82,-20.16
-9.387665,-1.6687586,1.4460979,0.002443461,-0.004886922,0.061086524,18.3,-29.82,-19.98
-9.409213,-1.5658079,1.5705963,0.04153884,0.004886922,0.034208454,17.94,-29.76,-19.859999
-9.497798,-1.6065093,1.5275006,0.05375614,0.014660766,0.007330383,18.18,-29.46,-20.4
-9.502586,-1.6376339,1.5059528,0.04886922,0.017104227,-0.009773844,18.72,-29.46,-20.52
-9.509769,-1.6041151,1.484405,0.02565634,0.012217305,-0.014660766,18.06,-30.179998,-20.22
-9.533711,-1.6376339,1.5945383,0.009773844,0.001221731,-0.013439035,18.6,-29.82,-19.92
-9.507375,-1.6472107,1.5442601,0,-0.008552114,-0.008552114,18.18,-30.179998,-20.16
-9.488221,-1.6280571,1.553837,-0.014660766,-0.012217305,-0.006108652,17.58,-30.119999,-20.1
-9.548077,-1.6041151,1.4915876,-0.017104227,-0.010995574,-0.007330383,17.88,-29.88,-20.279999
-9.49301,-1.6232687,1.4939818,-0.006108652,-0.008552114,-0.009773844,17.64,-30,-20.82
-9.504981,-1.5466543,1.4269443,-0.006108652,-0.002443461,-0.006108652,18.119999,-29.76,-20.46
-9.605537,-1.5346833,1.4939818,-0.02076942,0,0,18.24,-29.76,-20.58
-9.531317,-1.532289,1.436521,-0.02565634,0.002443461,0.009773844,18.24,-29.699999,-20.4
-9.445126,-1.5059528,1.4676456,-0.02565634,0.003665192,0.028099801,17.88,-30.06,-20.1
-9.457097,-1.520318,1.5227122,-0.02443461,0.002443461,0.04153884,17.58,-30.3,-20.039999
-9.536105,-1.412579,1.4293385,-0.021991149,-0.003665192,0.061086524,17.64,-29.88,-19.74
-9.595961,-1.3431472,1.3958195,-0.052534413,-0.004886922,0.096516706,18.119999,-29.939999,-20.22
-9.799467,-1.2593501,1.4532804,-0.10995574,-0.013439035,0.14660765,18.06,-29.64,-20.279999
-10.014946,-1.1875241,1.4389153,-0.17715092,-0.019547688,0.21380283,17.699999,-29.76,-20.4
-10.065224,-1.2904748,1.5442601,-0.16737708,-0.04153884,0.21746802,17.52,-30,-19.92
-9.701305,-1.2354081,1.5011644,-0.06841691,-0.05131268,0.24190263,17.16,-29.939999,-20.1
-9.425972,-0.94810385,1.5729905,0.061086524,-0.05009095,0.2602286,17.22,-29.88,-20.4
-9.272743,-0.89782566,1.6041151,0.10262536,-0.032986723,0.25167647,17.64,-29.76,-20.88
-9.279925,-0.6943185,1.6376339,0.05375614,-0.018325957,0.27488935,17.4,-30.06,-21.42
-9.55047,-0.6679823,1.5394717,-0.03176499,-0.004886922,0.30787608,17.58,-29.64,-21.539999
-9.725247,-0.80924016,1.673547,-0.015882496,-0.028099801,0.34697145,17.1,-30.179998,-21.539999
-9.682152,-0.8331822,1.721431,0.004886922,-0.052534413,0.37384954,16.619999,-30.66,-21.359999
-9.830592,-0.62488663,1.6879122,-0.030543262,-0.06719518,0.39950588,16.199999,-30.72,-21.3
-9.825804,-0.59136784,1.5442601,-0.07819075,-0.0720821,0.40194935,15.66,-31.26,-20.64
-9.722853,-0.7254431,1.5298948,-0.052534413,-0.0720821,0.39950588,15.42,-30.96,-20.279999
-9.890448,-0.6799533,1.6998832,0.019547688,-0.08674286,0.4288274,14.82,-30.72,-20.4
